# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb  6 04:36:20 2018
#
# CONSTRAINT:  where (kepler_name not null
# CONSTRAINT:  and koi_disposition like '%CONFIRMED%'
# CONSTRAINT:  and koi_count > 1
# CONSTRAINT:  )
# CONSTRAINT:  order by kepler_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_count:      Number of Planets
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
2426,8167996,K01867.02,Kepler-327 d,CONFIRMED,CANDIDATE,13.969501810,2.1530000e-05,-2.1530000e-05,132.1706200,1.210000e-03,-1.210000e-03,1.58710,0.04690,-0.04690,1110.0,3.460e+01,-3.460e+01,2.04,0.13,-2.000e-01,3,3716.00,73.00,-83.00,0.5060,0.0310,-0.0510,292.642360,44.087669,15.018
2427,8167996,K01867.03,Kepler-327 c,CONFIRMED,CANDIDATE,5.212301710,1.3090000e-05,-1.3090000e-05,132.7105200,2.030000e-03,-2.030000e-03,2.09800,0.06390,-0.06390,430.0,1.620e+01,-1.620e+01,1.04,0.06,-1.100e-01,3,3716.00,73.00,-83.00,0.5060,0.0310,-0.0510,292.642360,44.087669,15.018
2434,4939346,K01873.01,Kepler-328 c,CONFIRMED,CANDIDATE,71.311659800,4.8670000e-04,-4.8670000e-04,132.3923900,3.910000e-03,-3.910000e-03,8.81300,0.13600,-0.13600,2138.0,5.200e+01,-5.200e+01,4.94,1.50,-5.900e-01,2,6194.00,196.00,-295.00,1.0690,0.3230,-0.1290,295.809300,40.008511,15.674
2435,4939346,K01873.02,Kepler-328 b,CONFIRMED,CANDIDATE,34.916839900,7.4570000e-04,-7.4570000e-04,157.6693000,2.330000e-02,-2.330000e-02,7.34300,0.45100,-0.45100,500.0,3.520e+01,-3.520e+01,2.39,0.72,-2.900e-01,2,6194.00,196.00,-295.00,1.0690,0.3230,-0.1290,295.809300,40.008511,15.674
2436,8978528,K01874.01,Kepler-329 c,CONFIRMED,CANDIDATE,18.684837700,5.2690000e-05,-5.2690000e-05,136.1458700,2.290000e-03,-2.290000e-03,3.79650,0.08590,-0.08590,1251.5,3.200e+01,-3.200e+01,1.93,0.11,-1.100e-01,2,4156.00,83.00,-91.00,0.5450,0.0300,-0.0300,299.268040,45.227428,15.434
2437,8978528,K01874.02,Kepler-329 b,CONFIRMED,CANDIDATE,7.416347010,2.7520000e-05,-2.7520000e-05,135.8537200,3.010000e-03,-3.010000e-03,2.13620,0.08640,-0.08640,505.5,2.740e+01,-2.740e+01,1.24,0.07,-7.000e-02,2,4156.00,83.00,-91.00,0.5450,0.0300,-0.0300,299.268040,45.227428,15.434
2438,9967771,K01875.01,Kepler-990 b,CONFIRMED,CANDIDATE,9.917242680,2.3750000e-05,-2.3750000e-05,135.1389000,1.940000e-03,-1.940000e-03,3.22410,0.06980,-0.06980,457.9,1.260e+01,-1.260e+01,2.85,0.42,-5.500e-01,2,5539.00,83.00,-74.00,1.2070,0.1750,-0.2330,297.938200,46.881401,14.498
2439,9967771,K01875.02,Kepler-990 c,CONFIRMED,CANDIDATE,0.538354070,6.7500000e-07,-6.7500000e-07,131.6499900,1.010000e-03,-1.010000e-03,1.50450,0.03260,-0.03260,190.2,4.800e+00,-4.800e+00,1.67,0.24,-3.300e-01,2,5539.00,83.00,-74.00,1.2070,0.1750,-0.2330,297.938200,46.881401,14.498
2454,11074178,K01889.01,Kepler-1001 b,CONFIRMED,CANDIDATE,14.305175790,4.8150000e-05,-4.8150000e-05,135.0630100,2.650000e-03,-2.650000e-03,4.53500,0.15200,-0.15200,863.4,2.460e+01,-2.460e+01,3.05,0.85,-2.800e-01,2,5741.00,155.00,-155.00,0.8460,0.2360,-0.0790,286.273860,48.618710,15.338
2457,8680979,K01891.01,Kepler-330 c,CONFIRMED,CANDIDATE,15.955419130,5.0980000e-05,-5.0980000e-05,143.3023600,2.630000e-03,-2.630000e-03,3.98510,0.07880,-0.07880,762.6,2.090e+01,-2.090e+01,2.18,0.07,-1.500e-01,2,4891.00,78.00,-87.00,0.8050,0.0280,-0.0560,288.447390,44.801682,15.261
2458,8680979,K01891.02,Kepler-330 b,CONFIRMED,CANDIDATE,8.259803520,4.6860000e-05,-4.6860000e-05,137.4702100,4.850000e-03,-4.850000e-03,2.92800,0.13000,-0.13000,298.4,1.800e+01,-1.800e+01,1.35,0.04,-1.000e-01,2,4891.00,78.00,-87.00,0.8050,0.0280,-0.0560,288.447390,44.801682,15.261
2462,4263293,K01895.01,Kepler-331 b,CONFIRMED,CANDIDATE,8.457466360,3.0530000e-05,-3.0530000e-05,133.8713200,2.980000e-03,-2.980000e-03,2.29060,0.09410,-0.09410,1320.3,6.740e+01,-6.740e+01,1.87,0.16,-1.600e-01,3,4347.00,117.00,-143.00,0.5240,0.0450,-0.0450,291.834320,39.307362,15.862
2463,4263293,K01895.02,Kepler-331 c,CONFIRMED,CANDIDATE,17.281169570,8.9970000e-05,-8.9970000e-05,136.0071800,4.010000e-03,-4.010000e-03,2.82900,0.13700,-0.13700,1562.8,8.330e+01,-8.330e+01,2.04,0.17,-1.800e-01,3,4347.00,117.00,-143.00,0.5240,0.0450,-0.0450,291.834320,39.307362,15.862
2464,4263293,K01895.03,Kepler-331 d,CONFIRMED,FALSE POSITIVE,32.134001400,2.5470000e-04,-2.5470000e-04,142.2758200,6.670000e-03,-6.670000e-03,2.69100,0.20500,-0.20500,1262.0,1.160e+02,-1.160e+02,1.84,0.15,-1.600e-01,3,4347.00,117.00,-143.00,0.5240,0.0450,-0.0450,291.834320,39.307362,15.862
2468,7047922,K01899.01,Kepler-1006 b,CONFIRMED,CANDIDATE,19.761692470,6.9830000e-05,-6.9830000e-05,135.1779400,2.800000e-03,-2.800000e-03,3.90970,0.08710,-0.08710,392.5,1.180e+01,-1.180e+01,2.81,0.94,-6.200e-01,2,6327.00,291.00,-542.00,1.1750,0.3890,-0.2590,295.754120,42.537479,14.563
2475,10328393,K01905.01,Kepler-332 b,CONFIRMED,CANDIDATE,7.626354940,2.2020000e-05,-2.2020000e-05,136.0158500,2.370000e-03,-2.370000e-03,2.41680,0.07440,-0.07440,296.1,1.040e+01,-1.040e+01,1.21,0.08,-5.000e-02,3,4955.00,100.00,-100.00,0.7210,0.0470,-0.0290,286.662960,47.413700,14.017
2476,10328393,K01905.02,Kepler-332 c,CONFIRMED,CANDIDATE,15.995603730,9.6260000e-05,-9.6260000e-05,144.2399000,5.030000e-03,-5.030000e-03,3.47100,0.13500,-0.13500,221.7,1.220e+01,-1.220e+01,1.04,0.07,-4.000e-02,3,4955.00,100.00,-100.00,0.7210,0.0470,-0.0290,286.662960,47.413700,14.017
2477,10328393,K01905.03,Kepler-332 d,CONFIRMED,CANDIDATE,34.211502200,3.0040000e-04,-3.0040000e-04,154.5750800,7.850000e-03,-7.850000e-03,4.94700,0.19900,-0.19900,273.8,1.430e+01,-1.430e+01,1.15,0.08,-4.000e-02,3,4955.00,100.00,-100.00,0.7210,0.0470,-0.0290,286.662960,47.413700,14.017
2480,5706966,K01908.01,Kepler-333 b,CONFIRMED,CANDIDATE,12.551110990,3.5280000e-05,-3.5280000e-05,137.2622600,2.300000e-03,-2.300000e-03,3.12930,0.07290,-0.07290,494.1,1.640e+01,-1.640e+01,1.34,0.07,-6.000e-02,2,4213.00,84.00,-84.00,0.5980,0.0290,-0.0290,292.286070,40.913589,14.731
2481,5706966,K01908.02,Kepler-333 c,CONFIRMED,CANDIDATE,24.088417800,1.7630000e-04,-1.7630000e-04,134.4217800,5.040000e-03,-5.040000e-03,3.95200,0.14000,-0.14000,387.2,2.010e+01,-2.010e+01,1.16,0.05,-6.000e-02,2,4213.00,84.00,-84.00,0.5980,0.0290,-0.0290,292.286070,40.913589,14.731
2482,10130039,K01909.01,Kepler-334 c,CONFIRMED,CANDIDATE,12.758000920,3.6870000e-05,-3.6870000e-05,133.9588800,2.540000e-03,-2.540000e-03,4.18280,0.07160,-0.07160,187.9,4.900e+00,-4.900e+00,1.49,0.23,-2.100e-01,3,5782.00,104.00,-115.00,1.0950,0.1700,-0.1550,287.140660,47.115189,12.776
2483,10130039,K01909.02,Kepler-334 b,CONFIRMED,CANDIDATE,5.470333760,1.6590000e-05,-1.6590000e-05,131.4954800,2.420000e-03,-2.420000e-03,3.14410,0.07390,-0.07390,112.0,3.800e+00,-3.800e+00,1.15,0.18,-1.600e-01,3,5782.00,104.00,-115.00,1.0950,0.1700,-0.1550,287.140660,47.115189,12.776
2484,10130039,K01909.03,Kepler-334 d,CONFIRMED,CANDIDATE,25.098508300,1.0200000e-04,-1.0200000e-04,145.5682900,3.330000e-03,-3.330000e-03,2.77270,0.09360,-0.09360,167.6,8.300e+00,-8.300e+00,1.59,0.24,-2.300e-01,3,5782.00,104.00,-115.00,1.0950,0.1700,-0.1550,287.140660,47.115189,12.776
2485,8226050,K01910.01,Kepler-1010 b,CONFIRMED,CANDIDATE,34.268574100,1.1320000e-04,-1.1320000e-04,147.0514300,2.680000e-03,-2.680000e-03,4.82510,0.08480,-0.08480,699.3,1.940e+01,-1.940e+01,2.44,0.11,-2.000e-01,2,5083.00,83.00,-76.00,0.8720,0.0420,-0.0720,289.192630,44.149319,14.685
2491,9101496,K01915.01,Kepler-335 b,CONFIRMED,CANDIDATE,6.562264830,1.8960000e-05,-1.8960000e-05,132.6112300,2.420000e-03,-2.420000e-03,4.01440,0.06940,-0.06940,260.8,7.200e+00,-7.200e+00,3.07,0.48,-7.700e-01,2,5878.00,117.00,-117.00,1.8120,0.2810,-0.4570,296.064330,45.428619,13.996
2492,9101496,K01915.02,Kepler-335 c,CONFIRMED,CANDIDATE,67.844689000,1.0050000e-03,-1.0050000e-03,149.5007000,1.250000e-02,-1.250000e-02,11.75700,0.40100,-0.40100,211.2,1.210e+01,-1.210e+01,2.65,0.41,-6.700e-01,2,5878.00,117.00,-117.00,1.8120,0.2810,-0.4570,296.064330,45.428619,13.996
2493,6037581,K01916.01,Kepler-336 d,CONFIRMED,CANDIDATE,20.678763650,6.4100000e-05,-6.4100000e-05,151.6924500,2.480000e-03,-2.480000e-03,4.63950,0.08500,-0.08500,323.9,7.900e+00,-7.900e+00,2.42,0.40,-4.100e-01,3,5865.00,105.00,-117.00,1.2720,0.2130,-0.2130,290.237640,41.331379,13.598
2494,6037581,K01916.02,Kepler-336 c,CONFIRMED,CANDIDATE,9.599932460,2.1390000e-05,-2.1390000e-05,136.5822700,1.720000e-03,-1.720000e-03,4.32060,0.05490,-0.05490,271.2,5.500e+00,-5.500e+00,2.08,0.35,-3.500e-01,3,5865.00,105.00,-117.00,1.2720,0.2130,-0.2130,290.237640,41.331379,13.598
2495,6037581,K01916.03,Kepler-336 b,CONFIRMED,CANDIDATE,2.024820500,1.0020000e-05,-1.0020000e-05,132.3546500,3.810000e-03,-3.810000e-03,2.55000,0.11800,-0.11800,63.3,3.500e+00,-3.500e+00,1.01,0.17,-1.700e-01,3,5865.00,105.00,-117.00,1.2720,0.2130,-0.2130,290.237640,41.331379,13.598
2498,8218379,K01920.01,Kepler-1014 b,CONFIRMED,CANDIDATE,16.570992650,4.0230000e-05,-4.0230000e-05,133.9070400,1.960000e-03,-1.960000e-03,2.90520,0.05750,-0.05750,644.9,1.690e+01,-1.690e+01,2.03,0.43,-1.500e-01,2,5483.00,166.00,-149.00,0.7790,0.1640,-0.0590,285.122040,44.110600,14.640
2501,9411166,K01922.01,Kepler-1016 b,CONFIRMED,CANDIDATE,1.954525966,3.2830000e-06,-3.2830000e-06,132.2967900,1.380000e-03,-1.380000e-03,2.09440,0.04570,-0.04570,392.8,1.020e+01,-1.020e+01,2.38,0.38,-3.000e-01,2,5741.00,77.00,-77.00,1.1360,0.1800,-0.1470,294.613650,45.984619,15.356
2502,9411166,K01922.03,Kepler-1016 c,CONFIRMED,CANDIDATE,105.655265100,6.2450000e-04,-6.2450000e-04,230.0986500,4.890000e-03,-4.890000e-03,9.39000,0.13700,-0.13700,1366.9,3.350e+01,-3.350e+01,4.22,0.66,-5.500e-01,2,5741.00,77.00,-77.00,1.1360,0.1800,-0.1470,294.613650,45.984619,15.356
2507,10136549,K01929.01,Kepler-337 c,CONFIRMED,CANDIDATE,9.693150230,2.7590000e-05,-2.7590000e-05,132.8136200,2.250000e-03,-2.250000e-03,5.67250,0.06700,-0.06700,141.8,3.300e+00,-3.300e+00,1.89,0.29,-4.400e-01,2,5683.00,115.00,-104.00,1.4720,0.2290,-0.3440,290.060490,47.163960,12.727
2508,10136549,K01929.02,Kepler-337 b,CONFIRMED,CANDIDATE,3.292767970,1.1920000e-05,-1.1920000e-05,133.0074100,3.120000e-03,-3.120000e-03,4.80690,0.08190,-0.08190,80.7,2.200e+00,-2.200e+00,1.39,0.22,-3.200e-01,2,5683.00,115.00,-104.00,1.4720,0.2290,-0.3440,290.060490,47.163960,12.727
2509,5511081,K01930.01,Kepler-338 b,CONFIRMED,CANDIDATE,13.727103340,4.0680000e-05,-4.0680000e-05,138.7447300,2.260000e-03,-2.260000e-03,7.34190,0.07410,-0.07410,199.2,3.400e+00,-3.400e+00,2.38,0.16,-1.300e-01,4,5951.00,80.00,-80.00,1.6930,0.1150,-0.0940,282.978970,40.784351,12.119
2510,5511081,K01930.02,Kepler-338 c,CONFIRMED,CANDIDATE,24.311003100,1.0360000e-04,-1.0360000e-04,137.0394000,3.290000e-03,-3.290000e-03,8.76820,0.09670,-0.09670,184.4,4.000e+00,-4.000e+00,2.30,0.15,-1.300e-01,4,5951.00,80.00,-80.00,1.6930,0.1150,-0.0940,282.978970,40.784351,12.119
2511,5511081,K01930.03,Kepler-338 d,CONFIRMED,CANDIDATE,44.430405900,1.9110000e-04,-1.9110000e-04,143.5462000,4.030000e-03,-4.030000e-03,10.30600,0.11200,-0.11200,238.5,4.900e+00,-4.900e+00,2.61,0.17,-1.500e-01,4,5951.00,80.00,-80.00,1.6930,0.1150,-0.0940,282.978970,40.784351,12.119
2512,5511081,K01930.04,Kepler-338 e,CONFIRMED,CANDIDATE,9.341459250,4.4300000e-05,-4.4300000e-05,132.3858100,3.900000e-03,-3.900000e-03,6.18000,0.11400,-0.11400,81.7,3.000e+00,-3.000e+00,1.56,0.11,-9.000e-02,4,5951.00,80.00,-80.00,1.6930,0.1150,-0.0940,282.978970,40.784351,12.119
2513,10978763,K01931.01,Kepler-339 b,CONFIRMED,CANDIDATE,4.977604470,1.6940000e-05,-1.6940000e-05,134.6730400,2.610000e-03,-2.610000e-03,2.57190,0.07900,-0.07900,287.3,1.160e+01,-1.160e+01,1.75,0.24,-2.400e-01,3,5353.00,80.00,-72.00,1.0230,0.1410,-0.1410,293.351720,48.444641,14.531
2514,10978763,K01931.02,Kepler-339 d,CONFIRMED,CANDIDATE,10.558404790,8.5660000e-05,-8.5660000e-05,136.3444900,6.780000e-03,-6.780000e-03,3.36600,0.18000,-0.18000,194.2,1.430e+01,-1.430e+01,1.41,0.20,-1.900e-01,3,5353.00,80.00,-72.00,1.0230,0.1410,-0.1410,293.351720,48.444641,14.531
2515,10978763,K01931.03,Kepler-339 c,CONFIRMED,CANDIDATE,6.988009530,4.5070000e-05,-4.5070000e-05,132.5696400,5.120000e-03,-5.120000e-03,3.10300,0.15600,-0.15600,193.2,1.220e+01,-1.220e+01,1.39,0.19,-1.900e-01,3,5353.00,80.00,-72.00,1.0230,0.1410,-0.1410,293.351720,48.444641,14.531
2516,5202905,K01932.01,Kepler-340 c,CONFIRMED,CANDIDATE,22.824514400,2.3500000e-04,-2.3500000e-04,144.4684300,8.480000e-03,-8.480000e-03,6.61700,0.30000,-0.30000,322.7,2.240e+01,-2.240e+01,3.36,0.60,-7.200e-01,2,6642.00,105.00,-157.00,1.8460,0.3260,-0.3990,295.933470,40.300571,12.345
2517,5202905,K01932.02,Kepler-340 b,CONFIRMED,CANDIDATE,14.844483600,2.1210000e-04,-2.1210000e-04,143.5760000,1.150000e-02,-1.150000e-02,6.09100,0.35600,-0.35600,177.9,1.920e+01,-1.920e+01,2.49,0.44,-5.400e-01,2,6642.00,105.00,-157.00,1.8460,0.3260,-0.3990,295.933470,40.300571,12.345
2539,7747425,K01952.01,Kepler-341 c,CONFIRMED,CANDIDATE,8.010392900,2.7950000e-05,-2.7950000e-05,135.3182300,3.000000e-03,-3.000000e-03,4.27130,0.08160,-0.08160,294.1,9.100e+00,-9.100e+00,1.88,0.27,-2.700e-01,4,5616.00,76.00,-76.00,1.1110,0.1600,-0.1600,289.861570,43.472771,14.601
2540,7747425,K01952.02,Kepler-341 d,CONFIRMED,CANDIDATE,27.666637500,2.0490000e-04,-2.0490000e-04,143.8634300,6.350000e-03,-6.350000e-03,6.31500,0.16700,-0.16700,324.0,1.370e+01,-1.370e+01,2.04,0.30,-2.900e-01,4,5616.00,76.00,-76.00,1.1110,0.1600,-0.1600,289.861570,43.472771,14.601
2541,7747425,K01952.03,Kepler-341 b,CONFIRMED,CANDIDATE,5.195593980,5.2840000e-05,-5.2840000e-05,132.7217800,6.940000e-03,-6.940000e-03,3.74800,0.18800,-0.18800,116.0,8.100e+00,-8.100e+00,1.18,0.17,-1.700e-01,4,5616.00,76.00,-76.00,1.1110,0.1600,-0.1600,289.861570,43.472771,14.601
2542,7747425,K01952.04,Kepler-341 e,CONFIRMED,CANDIDATE,42.472907800,3.6900000e-04,-3.6900000e-04,146.2871200,7.600000e-03,-7.600000e-03,7.25300,0.21400,-0.21400,334.0,1.550e+01,-1.550e+01,2.03,0.29,-2.900e-01,4,5616.00,76.00,-76.00,1.1110,0.1600,-0.1600,289.861570,43.472771,14.601
2545,9892816,K01955.01,Kepler-342 b,CONFIRMED,CANDIDATE,15.170269210,4.0770000e-05,-4.0770000e-05,132.6655000,2.080000e-03,-2.080000e-03,4.33110,0.05670,-0.05670,224.8,5.200e+00,-5.200e+00,2.47,0.41,-3.400e-01,4,6297.00,113.00,-126.00,1.3690,0.2280,-0.1870,292.678070,46.726711,13.147
2546,9892816,K01955.02,Kepler-342 d,CONFIRMED,CANDIDATE,39.457622800,2.7440000e-04,-2.7440000e-04,136.4739800,5.360000e-03,-5.360000e-03,9.55700,0.38700,-0.38700,244.8,6.900e+00,-6.900e+00,2.80,0.46,-3.800e-01,4,6297.00,113.00,-126.00,1.3690,0.2280,-0.1870,292.678070,46.726711,13.147
2547,9892816,K01955.03,Kepler-342 e,CONFIRMED,CANDIDATE,1.644221032,5.9490000e-06,-5.9490000e-06,131.7524100,2.900000e-03,-2.900000e-03,2.91220,0.07780,-0.07780,47.8,2.200e+00,-2.200e+00,1.18,0.19,-1.600e-01,4,6297.00,113.00,-126.00,1.3690,0.2280,-0.1870,292.678070,46.726711,13.147
2548,9892816,K01955.04,Kepler-342 c,CONFIRMED,CANDIDATE,26.234744700,1.2300000e-04,-1.2300000e-04,141.9937900,4.030000e-03,-4.030000e-03,3.53600,0.25400,-0.25400,196.5,7.800e+00,-7.800e+00,2.76,0.45,-3.800e-01,4,6297.00,113.00,-126.00,1.3690,0.2280,-0.1870,292.678070,46.726711,13.147
2554,6949061,K01960.01,Kepler-343 b,CONFIRMED,CANDIDATE,8.968470340,3.0920000e-05,-3.0920000e-05,139.3947300,2.530000e-03,-2.530000e-03,4.40730,0.08200,-0.08200,234.3,6.800e+00,-6.800e+00,2.17,0.35,-3.900e-01,2,5808.00,105.00,-117.00,1.3740,0.2210,-0.2460,291.960690,42.433010,14.128
2555,6949061,K01960.02,Kepler-343 c,CONFIRMED,CANDIDATE,23.221811500,1.0720000e-04,-1.0720000e-04,151.0690400,3.960000e-03,-3.960000e-03,2.74400,0.12700,-0.12700,210.4,1.370e+01,-1.370e+01,2.42,0.39,-4.400e-01,2,5808.00,105.00,-117.00,1.3740,0.2210,-0.2460,291.960690,42.433010,14.128
2565,9650808,K01970.01,Kepler-344 b,CONFIRMED,CANDIDATE,21.964016460,6.9640000e-05,-6.9640000e-05,133.0358600,2.510000e-03,-2.510000e-03,2.75090,0.07660,-0.07660,693.4,2.830e+01,-2.830e+01,2.57,0.72,-3.100e-01,2,5774.00,156.00,-173.00,0.9580,0.2680,-0.1150,292.499630,46.324409,15.378
2566,9650808,K01970.02,Kepler-344 c,CONFIRMED,CANDIDATE,125.602323000,1.1140000e-03,-1.1140000e-03,215.4336000,6.290000e-03,-6.290000e-03,7.10500,0.20600,-0.20600,925.7,4.110e+01,-4.110e+01,2.89,0.81,-3.500e-01,2,5774.00,156.00,-173.00,0.9580,0.2680,-0.1150,292.499630,46.324409,15.378
2569,11253711,K01972.02,Kepler-1031 b,CONFIRMED,CANDIDATE,1.226223959,4.4340000e-06,-4.4340000e-06,132.6827000,3.030000e-03,-3.030000e-03,2.16890,0.08740,-0.08740,56.1,3.600e+00,-3.600e+00,1.00,0.17,-2.200e-01,2,5855.00,79.00,-70.00,1.3400,0.2210,-0.2940,296.089750,48.955372,13.800
2574,9412760,K01977.01,Kepler-345 c,CONFIRMED,CANDIDATE,9.387406460,2.4540000e-05,-2.4540000e-05,137.3838300,2.100000e-03,-2.100000e-03,1.61650,0.06220,-0.06220,384.6,2.000e+01,-2.000e+01,1.69,0.12,-5.000e-02,2,4500.00,90.00,-90.00,0.6460,0.0460,-0.0200,295.228790,45.971020,14.028
2575,9412760,K01977.02,Kepler-345 b,CONFIRMED,CANDIDATE,7.415564710,5.3570000e-05,-5.3570000e-05,137.8151200,6.130000e-03,-6.130000e-03,1.97300,0.19400,-0.19400,150.4,1.560e+01,-1.560e+01,0.79,0.05,-3.000e-02,2,4500.00,90.00,-90.00,0.6460,0.0460,-0.0200,295.228790,45.971020,14.028
2576,9518318,K01978.01,Kepler-346 b,CONFIRMED,CANDIDATE,6.511123850,1.0510000e-05,-1.0510000e-05,131.7064600,1.390000e-03,-1.390000e-03,1.69190,0.03950,-0.03950,695.1,2.130e+01,-2.130e+01,3.09,1.03,-3.400e-01,2,6032.00,190.00,-232.00,1.0010,0.3330,-0.1110,288.011900,46.117611,15.214
2577,9518318,K01978.02,Kepler-346 c,CONFIRMED,CANDIDATE,23.851633210,6.8210000e-05,-6.8210000e-05,147.6145600,2.470000e-03,-2.470000e-03,2.44530,0.06770,-0.06770,833.7,3.160e+01,-3.160e+01,3.37,1.12,-3.700e-01,2,6032.00,190.00,-232.00,1.0010,0.3330,-0.1110,288.011900,46.117611,15.214
2585,8257205,K01986.01,Kepler-1038 b,CONFIRMED,CANDIDATE,148.460181900,7.8020000e-04,-7.8020000e-04,151.3868600,3.450000e-03,-3.450000e-03,5.49900,0.13900,-0.13900,1532.1,4.750e+01,-4.750e+01,3.61,0.24,-1.700e-01,2,5159.00,82.00,-82.00,0.8210,0.0550,-0.0390,298.972170,44.132381,14.839
2592,11450414,K01992.01,Kepler-347 b,CONFIRMED,CANDIDATE,12.798317400,6.1080000e-05,-6.1080000e-05,133.6497900,3.820000e-03,-3.820000e-03,6.40100,0.11600,-0.11600,336.6,9.700e+00,-9.700e+00,2.88,0.41,-6.800e-01,3,5592.00,75.00,-75.00,1.4510,0.2110,-0.3420,289.199580,49.305721,14.513
2593,11450414,K01992.02,Kepler-347 c,CONFIRMED,CANDIDATE,27.321424200,2.6650000e-04,-2.6650000e-04,154.2983300,8.570000e-03,-8.570000e-03,4.83600,0.27500,-0.27500,279.6,1.770e+01,-1.770e+01,3.61,0.52,-8.500e-01,3,5592.00,75.00,-75.00,1.4510,0.2110,-0.3420,289.199580,49.305721,14.513
2598,4736569,K01996.01,Kepler-1042 b,CONFIRMED,CANDIDATE,10.132005550,3.1750000e-05,-3.1750000e-05,132.9115500,2.790000e-03,-2.790000e-03,3.16830,0.06890,-0.06890,911.6,2.680e+01,-2.680e+01,1.67,0.11,-1.100e-01,2,4777.00,167.00,-167.00,0.5610,0.0380,-0.0380,288.668910,39.824009,15.629
2607,12154526,K02004.01,Kepler-1047 b,CONFIRMED,CANDIDATE,56.188643600,2.6420000e-04,-2.6420000e-04,146.3794500,3.710000e-03,-3.710000e-03,6.52720,0.08940,-0.08940,346.2,1.000e+01,-1.000e+01,2.56,0.39,-3.300e-01,3,5700.00,114.00,-114.00,1.1760,0.1820,-0.1490,288.646270,50.788979,13.351
2608,12154526,K02004.02,Kepler-1047 c,CONFIRMED,CANDIDATE,3.188990150,1.9700000e-05,-1.9700000e-05,133.5262400,5.220000e-03,-5.220000e-03,2.72200,0.15100,-0.15100,66.2,4.100e+00,-4.100e+00,0.98,0.15,-1.300e-01,3,5700.00,114.00,-114.00,1.1760,0.1820,-0.1490,288.646270,50.788979,13.351
2612,11069176,K02007.01,Kepler-1050 b,CONFIRMED,CANDIDATE,15.378901400,1.3830000e-04,-1.3830000e-04,143.4062900,6.950000e-03,-6.950000e-03,4.66200,0.22800,-0.22800,185.1,1.200e+01,-1.200e+01,2.94,0.38,-1.040e+00,2,5817.00,78.00,-78.00,2.1530,0.2720,-0.7600,282.924990,48.626389,13.127
2613,11069176,K02007.02,Kepler-1050 c,CONFIRMED,CANDIDATE,21.128565500,1.9970000e-04,-1.9970000e-04,149.2763200,6.950000e-03,-6.950000e-03,3.85200,0.22600,-0.22600,176.7,1.550e+01,-1.550e+01,2.88,0.36,-1.020e+00,2,5817.00,78.00,-78.00,2.1530,0.2720,-0.7600,282.924990,48.626389,13.127
2617,5384079,K02011.01,Kepler-348 b,CONFIRMED,CANDIDATE,7.056751450,2.0520000e-05,-2.0520000e-05,132.5351200,2.310000e-03,-2.310000e-03,2.02610,0.07440,-0.07440,130.0,6.000e+00,-6.000e+00,1.68,0.32,-2.100e-01,2,6388.00,115.00,-140.00,1.4020,0.2670,-0.1780,297.255040,40.548370,12.556
