# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb  8 04:07:54 2018
#
# CONSTRAINT:  where (kepler_name not null
# CONSTRAINT:  and koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,ra,dec,koi_kepmag
3091,9395024,K02383.01,Kepler-1216 b,CANDIDATE,4.370332330,2.0220000e-05,-2.0220000e-05,131.9269600,3.880000e-03,-3.880000e-03,2.84500,0.12600,-0.12600,177.8,1.150e+01,-1.150e+01,1.56,0.24,-2.400e-01,17.70,1,1,q1_q17_dr25_tce,5657.00,76.00,-76.00,4.282,0.156,-0.104,1.1820,0.1820,-0.1820,0.9750,287.405330,45.918011,15.133
3095,12254378,K02387.01,Kepler-1217 b,CANDIDATE,2.032319072,5.3270000e-06,-5.3270000e-06,132.3215700,2.390000e-03,-2.390000e-03,1.67620,0.06900,-0.06900,315.5,1.490e+01,-1.490e+01,1.87,0.61,-2.000e-01,24.50,1,1,q1_q17_dr25_tce,6156.00,171.00,-236.00,4.443,0.054,-0.216,1.0500,0.3410,-0.1140,1.1140,289.186680,50.937561,15.298
3097,8494617,K02389.01,Kepler-1218 b,CANDIDATE,22.922118100,2.5800000e-04,-2.5800000e-04,133.6680500,9.080000e-03,-9.080000e-03,8.20000,0.24400,-0.24400,140.3,6.600e+00,-6.600e+00,1.33,0.21,-1.600e-01,24.00,1,1,q1_q17_dr25_tce,5897.00,106.00,-118.00,4.357,0.110,-0.110,1.0810,0.1650,-0.1350,0.9700,291.578980,44.531712,13.578
3098,10289119,K02390.01,Kepler-1219 b,CANDIDATE,16.104745030,9.8600000e-05,-9.8600000e-05,135.0118600,5.210000e-03,-5.210000e-03,5.71200,0.13700,-0.13700,124.1,5.600e+00,-5.600e+00,3.21,0.58,-1.160e+00,25.40,1,1,q1_q17_dr25_tce,5822.00,116.00,-116.00,3.683,0.277,-0.092,2.8860,0.5220,-1.0440,1.4640,297.215790,47.378521,12.249
3100,7382313,K02392.01,Kepler-1220 b,CANDIDATE,7.426973780,5.3160000e-05,-5.3160000e-05,133.0990000,6.340000e-03,-6.340000e-03,3.20600,0.20900,-0.20900,205.2,1.570e+01,-1.570e+01,1.40,0.19,-1.100e-01,15.40,1,1,q1_q17_dr25_tce,5573.00,75.00,-83.00,4.434,0.066,-0.114,0.9820,0.1290,-0.0800,0.9570,297.070370,42.977741,14.985
3105,9269042,K02397.01,Kepler-1221 b,CANDIDATE,12.000896670,6.8620000e-05,-6.8620000e-05,142.0418200,3.970000e-03,-3.970000e-03,3.26600,0.12700,-0.12700,420.7,2.380e+01,-2.380e+01,1.47,0.16,-1.300e-01,20.00,1,1,q1_q17_dr25_tce,5195.00,157.00,-141.00,4.598,0.061,-0.055,0.6900,0.0740,-0.0590,0.6880,285.822330,45.711891,15.563
3107,11461433,K02399.01,Kepler-1222 b,CANDIDATE,1.916940872,6.0330000e-06,-6.0330000e-06,132.4673400,2.440000e-03,-2.440000e-03,1.42430,0.08370,-0.08370,105.1,7.100e+00,-7.100e+00,0.89,0.05,-7.000e-02,17.70,1,1,q1_q17_dr25_tce,5083.00,83.00,-76.00,4.468,0.083,-0.033,0.8720,0.0420,-0.0720,0.8150,294.889650,49.379768,14.100
3110,8481129,K02402.01,Kepler-1223 b,CANDIDATE,16.301272700,1.0470000e-04,-1.0470000e-04,133.7944600,5.190000e-03,-5.190000e-03,3.97400,0.14100,-0.14100,259.5,1.540e+01,-1.540e+01,1.54,0.09,-1.200e-01,19.70,1,1,q1_q17_dr25_tce,4873.00,145.00,-130.00,4.558,0.041,-0.045,0.7960,0.0490,-0.0600,0.8360,285.295750,44.552750,14.610
3111,2142522,K02403.01,Kepler-1224 b,CANDIDATE,13.323540780,9.7540000e-05,-9.7540000e-05,134.0367100,6.300000e-03,-6.300000e-03,3.87300,0.18300,-0.18300,116.6,8.300e+00,-8.300e+00,1.32,0.22,-1.400e-01,16.30,1,1,q1_q17_dr25_tce,6113.00,98.00,-147.00,4.341,0.066,-0.114,1.2180,0.2030,-0.1250,1.1940,286.625760,37.537300,12.867
3115,5007345,K02406.01,Kepler-1225 b,CANDIDATE,7.010742950,2.5170000e-05,-2.5170000e-05,138.4027000,3.080000e-03,-3.080000e-03,2.17870,0.09550,-0.09550,222.8,1.230e+01,-1.230e+01,3.76,0.61,-1.140e+00,21.30,1,1,q1_q17_dr25_tce,5814.00,78.00,-78.00,3.745,0.225,-0.090,2.4760,0.4020,-0.7470,1.2430,290.633300,40.136990,14.689
3116,12120484,K02407.01,Kepler-1226 b,CANDIDATE,17.292263100,1.2820000e-04,-1.2820000e-04,135.7544800,6.190000e-03,-6.190000e-03,7.04200,0.16100,-0.16100,203.1,9.900e+00,-9.900e+00,2.13,0.35,-3.400e-01,23.70,1,1,q1_q17_dr25_tce,5936.00,71.00,-79.00,4.261,0.137,-0.112,1.2990,0.2090,-0.2090,1.1220,296.376920,50.621471,14.150
3117,6429812,K02408.01,Kepler-1227 b,CANDIDATE,94.289223000,6.4660000e-04,-6.4660000e-04,166.5082600,5.870000e-03,-5.870000e-03,4.10200,0.15800,-0.15800,505.4,2.630e+01,-2.630e+01,2.11,0.29,-8.000e-02,22.50,1,1,q1_q17_dr25_tce,5632.00,67.00,-92.00,4.537,0.014,-0.119,0.9040,0.1210,-0.0380,1.0260,287.066380,41.874908,14.183
3118,10024051,K02409.01,Kepler-1228 b,CANDIDATE,0.577369336,3.9500000e-07,-3.9500000e-07,132.4257950,5.050000e-04,-5.050000e-04,1.08520,0.02030,-0.02030,400.4,7.300e+00,-7.300e+00,1.42,0.20,-1.200e-01,68.30,1,1,q1_q17_dr25_tce,5255.00,158.00,-142.00,4.617,0.039,-0.084,0.7160,0.1030,-0.0600,0.7760,296.553070,46.966290,14.859
3121,3234598,K02413.01,Kepler-383 b,CANDIDATE,12.904675230,7.1370000e-05,-7.1370000e-05,144.3200900,4.510000e-03,-4.510000e-03,3.28000,0.13100,-0.13100,412.4,2.160e+01,-2.160e+01,1.49,0.04,-8.000e-02,21.20,2,1,q1_q17_dr25_tce,4513.00,71.00,-80.00,4.574,0.048,-0.012,0.7220,0.0210,-0.0380,0.7120,291.342590,38.363129,15.070
3122,3234598,K02413.02,Kepler-383 c,CANDIDATE,31.201220200,3.4890000e-04,-3.4890000e-04,140.0704200,8.450000e-03,-8.450000e-03,4.07700,0.21600,-0.21600,360.1,2.860e+01,-2.860e+01,1.47,0.04,-8.000e-02,13.70,2,2,q1_q17_dr25_tce,4513.00,71.00,-80.00,4.574,0.048,-0.012,0.7220,0.0210,-0.0380,0.7120,291.342590,38.363129,15.070
3123,8611832,K02414.01,Kepler-384 b,CANDIDATE,22.596825600,2.2420000e-04,-2.2420000e-04,140.4265400,8.090000e-03,-8.090000e-03,6.17900,0.18200,-0.18200,142.9,7.100e+00,-7.100e+00,1.30,0.21,-2.000e-01,22.20,2,1,q1_q17_dr25_tce,5610.00,112.00,-101.00,4.301,0.168,-0.112,1.1040,0.1760,-0.1760,0.8890,286.026120,44.782871,13.584
3124,8611832,K02414.02,Kepler-384 c,CANDIDATE,45.348638100,4.0070000e-04,-4.0070000e-04,142.2504900,7.730000e-03,-7.730000e-03,4.85800,0.20500,-0.20500,162.9,1.100e+01,-1.100e+01,1.61,0.26,-2.600e-01,15.90,2,2,q1_q17_dr25_tce,5610.00,112.00,-101.00,4.301,0.168,-0.112,1.1040,0.1760,-0.1760,0.8890,286.026120,44.782871,13.584
3128,10027247,K02418.01,Kepler-1229 b,CANDIDATE,86.829519000,1.2900000e-03,-1.2900000e-03,189.2616200,9.690000e-03,-9.690000e-03,7.46400,0.37100,-0.37100,751.0,5.720e+01,-5.720e+01,1.68,0.12,-2.100e-01,15.10,1,1,q1_q17_dr25_tce,3576.00,71.00,-85.00,4.791,0.055,-0.035,0.4630,0.0340,-0.0580,0.4820,297.486690,46.996712,15.474
3129,6343170,K02419.01,Kepler-1230 b,CANDIDATE,9.956670350,5.8540000e-05,-5.8540000e-05,136.5827000,6.300000e-03,-6.300000e-03,3.53400,0.11000,-0.11000,586.8,3.960e+01,-3.960e+01,3.41,1.12,-4.800e-01,16.80,1,1,q1_q17_dr25_tce,6165.00,184.00,-202.00,4.365,0.105,-0.210,1.1150,0.3660,-0.1570,1.0480,283.264500,41.711449,15.309
3130,7107802,K02420.01,Kepler-1231 b,CANDIDATE,10.417287220,6.6950000e-05,-6.6950000e-05,137.4578400,4.850000e-03,-4.850000e-03,4.12500,0.15300,-0.15300,210.4,1.140e+01,-1.140e+01,1.64,0.24,-2.600e-01,20.30,2,1,q1_q17_dr25_tce,5557.00,83.00,-75.00,4.288,0.162,-0.108,1.1510,0.1660,-0.1840,0.9360,288.588350,42.605659,14.746
3134,11360805,K02422.01,Kepler-1232 b,CANDIDATE,26.783893500,1.5820000e-04,-1.5820000e-04,140.7539600,5.220000e-03,-5.220000e-03,4.58400,0.16000,-0.16000,365.3,1.940e+01,-1.940e+01,1.59,0.12,-8.000e-02,20.90,2,1,q1_q17_dr25_tce,5242.00,84.00,-73.00,4.512,0.050,-0.061,0.8560,0.0630,-0.0460,0.8690,296.550050,49.102322,14.803
3136,9845898,K02423.01,Kepler-1233 b,CANDIDATE,45.126216000,4.9950000e-04,-4.9950000e-04,165.4206600,9.070000e-03,-9.070000e-03,6.65600,0.26600,-0.26600,373.1,2.510e+01,-2.510e+01,2.32,0.76,-2.500e-01,17.10,1,1,q1_q17_dr25_tce,6499.00,174.00,-232.00,4.378,0.067,-0.202,1.1690,0.3820,-0.1270,1.1910,297.375090,46.662209,14.689
3137,12453581,K02424.01,Kepler-1234 b,CANDIDATE,11.940191010,7.0960000e-05,-7.0960000e-05,136.5560300,4.830000e-03,-4.830000e-03,2.86600,0.16300,-0.16300,631.7,4.570e+01,-4.570e+01,1.86,0.24,-1.200e-01,15.60,1,1,q1_q17_dr25_tce,5073.00,168.00,-152.00,4.607,0.024,-0.084,0.7480,0.0980,-0.0490,0.8560,287.522030,51.375858,15.912
3139,8081899,K02426.01,Kepler-1235 b,CANDIDATE,4.160566580,2.5770000e-05,-2.5770000e-05,132.2741800,4.820000e-03,-4.820000e-03,2.61000,0.16700,-0.16700,75.8,5.500e+00,-5.500e+00,0.70,0.14,-6.000e-02,16.30,1,1,q1_q17_dr25_tce,5481.00,147.00,-147.00,4.574,0.032,-0.136,0.8150,0.1630,-0.0650,0.9140,284.903020,43.953960,13.889
3144,7047363,K02432.01,Kepler-1236 b,CANDIDATE,31.057294700,2.3030000e-04,-2.3030000e-04,147.5627500,6.160000e-03,-6.160000e-03,3.40100,0.19700,-0.19700,636.6,4.660e+01,-4.660e+01,1.85,0.34,-1.400e-01,15.80,1,1,q1_q17_dr25_tce,5395.00,177.00,-144.00,4.615,0.035,-0.112,0.7340,0.1320,-0.0570,0.8210,295.624690,42.545898,15.956
3145,11968463,K02433.01,Kepler-385 c,CANDIDATE,15.162228700,1.2400000e-04,-1.2400000e-04,144.4740000,8.190000e-03,-8.190000e-03,7.33200,0.44800,-0.44800,479.8,1.870e+01,-1.870e+01,3.12,1.09,-3.600e-01,28.50,6,2,q1_q17_dr25_tce,6325.00,174.00,-261.00,4.409,0.058,-0.218,1.1120,0.3880,-0.1290,1.1570,294.338470,50.336540,15.212
3146,11968463,K02433.02,Kepler-385 b,CANDIDATE,10.043783510,6.5510000e-05,-6.5510000e-05,353.6185900,4.170000e-03,-4.170000e-03,5.54800,0.22300,-0.22300,437.9,1.660e+01,-1.660e+01,2.94,1.03,-3.400e-01,28.80,6,1,q1_q17_dr25_tce,6325.00,174.00,-261.00,4.409,0.058,-0.218,1.1120,0.3880,-0.1290,1.1570,294.338470,50.336540,15.212
3153,8570333,K02436.01,Kepler-1237 b,CANDIDATE,84.573334600,6.5410000e-04,-6.5410000e-04,150.1520000,6.910000e-03,-6.910000e-03,5.76200,0.19300,-0.19300,891.6,5.050e+01,-5.050e+01,2.59,0.58,-2.200e-01,20.40,1,1,q1_q17_dr25_tce,5418.00,164.00,-180.00,4.543,0.030,-0.170,0.8880,0.1980,-0.0740,1.0050,295.629270,44.690620,15.758
3154,5036705,K02437.01,Kepler-1238 b,CANDIDATE,4.147890510,3.4080000e-05,-3.4080000e-05,135.5329100,7.740000e-03,-7.740000e-03,3.82900,0.20400,-0.20400,137.6,9.900e+00,-9.900e+00,1.93,0.37,-3.000e-01,16.40,1,1,q1_q17_dr25_tce,6150.00,79.00,-79.00,4.223,0.125,-0.125,1.4170,0.2720,-0.2230,1.2300,297.905790,40.162861,14.725
3156,6867555,K02439.01,Kepler-1239 b,CANDIDATE,5.191036990,2.8460000e-05,-2.8460000e-05,135.2162800,4.450000e-03,-4.450000e-03,4.22200,0.10500,-0.10500,290.1,1.270e+01,-1.270e+01,1.92,0.64,-2.100e-01,25.20,2,1,q1_q17_dr25_tce,6321.00,174.00,-261.00,4.417,0.056,-0.224,1.1250,0.3700,-0.1230,1.2070,293.127380,42.320099,15.438
3158,5339567,K02440.01,Kepler-1240 b,CANDIDATE,4.866385040,2.4210000e-05,-2.4210000e-05,134.0150100,4.010000e-03,-4.010000e-03,2.29600,0.13800,-0.13800,143.8,9.900e+00,-9.900e+00,1.32,0.20,-1.800e-01,17.10,1,1,q1_q17_dr25_tce,5688.00,77.00,-77.00,4.333,0.132,-0.108,1.1110,0.1690,-0.1540,0.9690,282.999730,40.557449,13.987
3160,11080405,K02442.01,Kepler-386 c,CANDIDATE,25.193398900,1.6890000e-04,-1.6890000e-04,146.4301000,5.750000e-03,-5.750000e-03,4.62000,0.15100,-0.15100,481.2,2.830e+01,-2.830e+01,1.95,0.09,-1.500e-01,18.00,2,1,q1_q17_dr25_tce,5009.00,82.00,-75.00,4.491,0.077,-0.028,0.8400,0.0380,-0.0630,0.7970,289.858890,48.693851,15.629
3161,11080405,K02442.02,Kepler-386 b,CANDIDATE,12.310135100,1.2920000e-04,-1.2920000e-04,141.8765000,7.270000e-03,-7.270000e-03,3.79700,0.19900,-0.19900,263.7,2.280e+01,-2.280e+01,1.51,0.07,-1.100e-01,12.90,2,2,q1_q17_dr25_tce,5009.00,82.00,-75.00,4.491,0.077,-0.028,0.8400,0.0380,-0.0630,0.7970,289.858890,48.693851,15.629
3162,9209624,K02443.01,Kepler-387 b,CANDIDATE,6.791646560,4.3130000e-05,-4.3130000e-05,136.4851900,6.100000e-03,-6.100000e-03,3.34300,0.15100,-0.15100,102.6,6.400e+00,-6.400e+00,1.01,0.15,-1.400e-01,18.50,2,1,q1_q17_dr25_tce,5772.00,115.00,-104.00,4.351,0.150,-0.100,1.0030,0.1470,-0.1470,0.8240,287.798190,45.656712,13.987
3163,9209624,K02443.02,Kepler-387 c,CANDIDATE,11.837693300,1.0510000e-04,-1.0510000e-04,142.2121200,8.300000e-03,-8.300000e-03,3.38100,0.19700,-0.19700,92.9,8.100e+00,-8.100e+00,1.00,0.15,-1.500e-01,12.70,2,2,q1_q17_dr25_tce,5772.00,115.00,-104.00,4.351,0.150,-0.100,1.0030,0.1470,-0.1470,0.8240,287.798190,45.656712,13.987
3164,3354846,K02444.01,Kepler-1241 b,CANDIDATE,18.552516200,1.3720000e-04,-1.3720000e-04,135.5132200,6.520000e-03,-6.520000e-03,4.38500,0.21000,-0.21000,771.5,5.050e+01,-5.050e+01,2.53,0.65,-2.100e-01,17.20,1,1,q1_q17_dr25_tce,5569.00,166.00,-182.00,4.566,0.032,-0.179,0.8290,0.2130,-0.0710,0.9280,294.576230,38.456970,15.714
3168,5857540,K02448.01,Kepler-1242 b,CANDIDATE,13.628010480,6.2290000e-05,-6.2290000e-05,135.4507300,4.030000e-03,-4.030000e-03,3.53740,0.09760,-0.09760,912.8,3.870e+01,-3.870e+01,3.28,0.42,-4.200e-01,26.70,1,1,q1_q17_dr25_tce,5052.00,192.00,-174.00,4.480,0.105,-0.105,0.8550,0.1090,-0.1090,0.8050,284.606200,41.196381,15.462
3171,7289317,K02450.01,Kepler-1243 b,CANDIDATE,16.832031750,8.5320000e-05,-8.5320000e-05,140.5304100,4.690000e-03,-4.690000e-03,4.03100,0.12900,-0.12900,326.0,1.610e+01,-1.610e+01,1.86,0.25,-1.800e-01,21.60,2,1,q1_q17_dr25_tce,5518.00,74.00,-83.00,4.400,0.100,-0.100,1.0080,0.1370,-0.0990,0.9320,294.009460,42.880772,14.834
3179,9753154,K02457.01,Kepler-1244 b,CANDIDATE,3.704290150,2.5610000e-05,-2.5610000e-05,132.2147800,5.560000e-03,-5.560000e-03,3.37000,0.16500,-0.16500,55.7,4.200e+00,-4.200e+00,1.45,0.31,-4.500e-01,15.90,1,1,q1_q17_dr25_tce,6732.00,163.00,-204.00,3.958,0.273,-0.117,1.9270,0.4020,-0.6030,1.2300,282.301210,46.516201,12.402
3180,7604328,K02458.01,Kepler-1245 b,CANDIDATE,4.354073710,2.0440000e-05,-2.0440000e-05,132.8569500,3.940000e-03,-3.940000e-03,2.42700,0.10400,-0.10400,277.1,1.610e+01,-1.610e+01,1.63,0.39,-2.500e-01,19.00,2,2,q1_q17_dr25_tce,5455.00,162.00,-162.00,4.421,0.149,-0.198,0.9090,0.2130,-0.1420,0.7950,290.744320,43.260780,15.404
3181,7604328,K02458.02,Kepler-1245 c,CANDIDATE,2.936587946,9.2020000e-06,-9.2020000e-06,133.0361800,2.620000e-03,-2.620000e-03,1.89520,0.07730,-0.07730,279.6,1.560e+01,-1.560e+01,1.77,0.41,-2.800e-01,20.10,2,1,q1_q17_dr25_tce,5455.00,162.00,-162.00,4.421,0.149,-0.198,0.9090,0.2130,-0.1420,0.7950,290.744320,43.260780,15.404
3183,11236244,K02460.01,Kepler-1246 b,CANDIDATE,11.322697490,9.5400000e-05,-9.5400000e-05,136.0551100,5.350000e-03,-5.350000e-03,3.51700,0.13400,-0.13400,311.0,2.270e+01,-2.270e+01,1.51,0.12,-1.300e-01,16.00,1,1,q1_q17_dr25_tce,4563.00,123.00,-136.00,4.624,0.048,-0.028,0.6420,0.0510,-0.0560,0.6340,287.657410,48.982159,15.006
3184,9837685,K02461.01,Kepler-1247 b,CANDIDATE,13.712185220,6.0130000e-05,-6.0130000e-05,135.5187500,3.950000e-03,-3.950000e-03,2.43700,0.09940,-0.09940,786.7,4.040e+01,-4.040e+01,2.47,0.60,-2.400e-01,22.60,1,1,q1_q17_dr25_tce,5550.00,182.00,-182.00,4.562,0.042,-0.168,0.8310,0.2010,-0.0800,0.9230,294.533540,46.618271,15.935
3186,12454461,K02463.01,Kepler-1248 b,CANDIDATE,7.467189580,5.6550000e-05,-5.6550000e-05,136.3934800,5.810000e-03,-5.810000e-03,3.63300,0.17200,-0.17200,75.7,4.600e+00,-4.600e+00,1.04,0.17,-6.000e-02,18.80,1,1,q1_q17_dr25_tce,6161.00,98.00,-147.00,4.399,0.032,-0.128,1.1690,0.1970,-0.0700,1.2510,288.059300,51.354450,12.770
3189,8544992,K02466.01,Kepler-388 b,CANDIDATE,3.173230120,1.0950000e-05,-1.0950000e-05,133.6997900,2.980000e-03,-2.980000e-03,1.90940,0.08520,-0.08520,204.5,1.120e+01,-1.120e+01,0.88,0.07,-8.000e-02,21.40,2,1,q1_q17_dr25_tce,4500.00,133.00,-133.00,4.632,0.048,-0.028,0.6330,0.0500,-0.0550,0.6260,284.828030,44.608730,14.993
3190,8544992,K02466.02,Kepler-388 c,CANDIDATE,13.297069500,1.0730000e-04,-1.0730000e-04,140.9460600,5.400000e-03,-5.400000e-03,3.28300,0.19500,-0.19500,219.7,1.650e+01,-1.650e+01,0.91,0.07,-8.000e-02,14.90,2,2,q1_q17_dr25_tce,4500.00,133.00,-133.00,4.632,0.048,-0.028,0.6330,0.0500,-0.0550,0.6260,284.828030,44.608730,14.993
3192,8380709,K02468.01,Kepler-1249 b,CANDIDATE,24.334493900,2.8290000e-04,-2.8290000e-04,147.4189200,8.950000e-03,-8.950000e-03,6.55700,0.26100,-0.26100,323.1,2.080e+01,-2.080e+01,1.74,0.51,-1.800e-01,18.10,1,1,q1_q17_dr25_tce,6091.00,169.00,-211.00,4.487,0.050,-0.200,0.9670,0.2840,-0.1010,1.0450,296.894840,44.371780,15.373
3196,9395719,K02472.01,Kepler-1250 b,CANDIDATE,2.607545159,6.5850000e-06,-6.5850000e-06,131.8345300,2.080000e-03,-2.080000e-03,1.39160,0.06660,-0.06660,351.5,1.820e+01,-1.820e+01,2.07,0.62,-2.300e-01,23.00,1,1,q1_q17_dr25_tce,6147.00,172.00,-236.00,4.435,0.052,-0.208,1.0960,0.3330,-0.1190,1.1930,287.793850,45.980240,15.618
3197,8753896,K02473.01,Kepler-389 b,CANDIDATE,3.244175410,1.5620000e-05,-1.5620000e-05,132.9401400,4.300000e-03,-4.300000e-03,1.99200,0.10500,-0.10500,371.9,2.340e+01,-2.340e+01,1.84,0.08,-1.600e-01,18.00,2,1,q1_q17_dr25_tce,5094.00,81.00,-81.00,4.469,0.096,-0.030,0.8700,0.0370,-0.0750,0.8130,291.959990,44.900021,15.770
3198,8753896,K02473.03,Kepler-389 c,CANDIDATE,14.512362200,2.8400000e-04,-2.8400000e-04,143.8154000,1.670000e-02,-1.670000e-02,4.16300,0.31500,-0.31500,355.8,3.500e+01,-3.500e+01,2.08,0.08,-1.800e-01,11.80,2,2,q1_q17_dr25_tce,5094.00,81.00,-81.00,4.469,0.096,-0.030,0.8700,0.0370,-0.0750,0.8130,291.959990,44.900021,15.770
3205,11403389,K02482.01,Kepler-1251 b,CANDIDATE,45.090920100,4.7490000e-04,-4.7490000e-04,133.5514600,8.330000e-03,-8.330000e-03,4.60500,0.18200,-0.18200,436.3,3.420e+01,-3.420e+01,2.44,0.70,-2.400e-01,14.10,1,1,q1_q17_dr25_tce,5790.00,156.00,-190.00,4.528,0.036,-0.204,0.9000,0.2580,-0.0860,0.9980,292.115170,49.256432,14.976
3206,9851662,K02483.01,Kepler-1252 b,CANDIDATE,15.053988600,1.2340000e-04,-1.2340000e-04,135.5332900,6.870000e-03,-6.870000e-03,4.42200,0.17400,-0.17400,221.5,1.570e+01,-1.570e+01,1.44,0.25,-2.100e-01,16.30,1,1,q1_q17_dr25_tce,5475.00,162.00,-162.00,4.479,0.121,-0.135,0.8180,0.1430,-0.1170,0.7340,298.950320,46.692799,14.503
3207,10453588,K02484.01,Kepler-1253 b,CANDIDATE,68.886101700,5.5760000e-04,-5.5760000e-04,160.2995800,6.840000e-03,-6.840000e-03,5.92500,0.22700,-0.22700,143.9,8.700e+00,-8.700e+00,1.47,0.24,-3.300e-01,19.50,1,1,q1_q17_dr25_tce,5753.00,115.00,-92.00,4.200,0.201,-0.108,1.2220,0.2020,-0.2700,0.8630,283.885100,47.637218,12.464
3208,11125613,K02485.01,Kepler-1254 b,CANDIDATE,9.991152410,5.8570000e-05,-5.8570000e-05,134.3933500,4.510000e-03,-4.510000e-03,2.65700,0.12600,-0.12600,391.7,2.550e+01,-2.550e+01,1.68,0.05,-1.200e-01,16.70,3,2,q1_q17_dr25_tce,4838.00,77.00,-77.00,4.524,0.063,-0.018,0.7960,0.0270,-0.0540,0.7710,285.173340,48.770039,15.311
3209,11125613,K02485.02,Kepler-1254 c,CANDIDATE,3.600828550,1.7250000e-05,-1.7250000e-05,134.0370000,3.550000e-03,-3.550000e-03,1.93800,0.12300,-0.12300,296.3,1.950e+01,-1.950e+01,1.36,0.04,-9.000e-02,17.90,3,1,q1_q17_dr25_tce,4838.00,77.00,-77.00,4.524,0.063,-0.018,0.7960,0.0270,-0.0540,0.7710,285.173340,48.770039,15.311
3210,11125613,K02485.03,Kepler-1254 d,CANDIDATE,5.727160670,3.0480000e-05,-3.0480000e-05,133.9640900,4.140000e-03,-4.140000e-03,2.23000,0.13500,-0.13500,310.9,2.190e+01,-2.190e+01,1.40,0.05,-9.000e-02,16.00,3,3,q1_q17_dr25_tce,4838.00,77.00,-77.00,4.524,0.063,-0.018,0.7960,0.0270,-0.0540,0.7710,285.173340,48.770039,15.311
3212,7212184,K02487.01,Kepler-1255 b,CANDIDATE,36.292017000,3.4430000e-04,-3.4430000e-04,132.1769100,7.840000e-03,-7.840000e-03,8.19800,0.22500,-0.22500,374.7,1.980e+01,-1.980e+01,3.10,0.48,-6.600e-01,21.40,1,1,q1_q17_dr25_tce,5843.00,79.00,-79.00,4.069,0.182,-0.084,1.6150,0.2520,-0.3460,1.1150,295.239260,42.726479,15.251
3213,8559152,K02488.01,Kepler-1256 b,CANDIDATE,12.412851800,9.9370000e-05,-9.9370000e-05,140.3567900,7.020000e-03,-7.020000e-03,4.29800,0.17400,-0.17400,108.1,6.500e+00,-6.500e+00,1.50,0.24,-2.700e-01,19.40,1,1,q1_q17_dr25_tce,5945.00,118.00,-118.00,4.196,0.168,-0.112,1.3460,0.2140,-0.2380,1.0390,291.474300,44.683510,13.539
