# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 13 03:43:33 2018
#
# CONSTRAINT:  where (koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
# CONSTRAINT:  order by kepoi_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
3907,12168993,K03105.01,,CANDIDATE,CANDIDATE,4.212235790,7.9300000e-05,-7.9300000e-05,132.9291000,1.240000e-02,-1.240000e-02,0.970,0.006,-0.715,7.89800,0.43500,-0.43500,116.4,1.100e+01,-1.100e+01,1.04,0.11,-1.100e-01,12.80,1,314,5116.00,153.00,-138.00,0.7000,0.0760,-0.0690,0.6980,0.0840,-0.0520,296.280640,50.755669,15.277
3908,8895758,K03106.01,Kepler-1427 b,CONFIRMED,CANDIDATE,0.968980781,6.4070000e-06,-6.4070000e-06,132.4192100,6.050000e-03,-6.050000e-03,0.065,0.392,-0.065,1.51700,0.14700,-0.14700,118.5,1.110e+01,-1.110e+01,1.08,0.35,-1.100e-01,12.80,1,1169,5866.00,182.00,-203.00,1.0000,0.3220,-0.1070,1.0830,0.1250,-0.1500,295.349670,45.114552,15.415
3910,3756264,K03108.01,,CANDIDATE,CANDIDATE,7.362721240,1.9300000e-05,-1.9300000e-05,136.8614300,2.140000e-03,-2.140000e-03,0.253,0.198,-0.253,1.32870,0.08200,-0.08200,429.3,2.970e+01,-2.970e+01,1.86,0.49,-1.600e-01,17.80,1,147,5868.00,140.00,-175.00,0.8940,0.2310,-0.0770,0.9870,0.1040,-0.1160,293.826630,38.856621,14.941
3911,11572193,K03109.01,Kepler-1428 b,CONFIRMED,CANDIDATE,10.676159200,1.0710000e-04,-1.0710000e-04,140.5913600,7.980000e-03,-7.980000e-03,0.403,0.042,-0.403,4.59400,0.23000,-0.23000,151.0,1.250e+01,-1.250e+01,1.79,0.33,-1.400e-01,14.10,1,127,6460.00,116.00,-141.00,1.4340,0.2590,-0.1110,1.3880,0.0940,-0.0770,297.642270,49.594978,13.688
3912,11285870,K03110.01,Kepler-1429 b,CONFIRMED,CANDIDATE,4.484943150,3.3790000e-05,-3.3790000e-05,135.0183600,5.410000e-03,-5.410000e-03,0.300,0.143,-0.300,2.75200,0.17900,-0.17900,134.9,1.270e+01,-1.270e+01,1.23,0.41,-1.300e-01,12.40,1,233,6217.00,172.00,-216.00,1.0510,0.3490,-0.1160,1.1000,0.1530,-0.1530,285.366240,49.044868,14.879
3913,8581240,K03111.01,,CANDIDATE,CANDIDATE,10.768000740,8.2530000e-05,-8.2530000e-05,138.5066900,5.790000e-03,-5.790000e-03,0.583,0.356,-0.393,3.49400,0.17500,-0.17500,65.1,5.000e+00,-5.000e+00,0.92,0.13,-1.200e-01,14.20,2,122,5874.00,105.00,-117.00,1.0960,0.1600,-0.1440,0.9540,0.0740,-0.0610,298.576870,44.621609,12.863
3914,8581240,K03111.02,,CANDIDATE,CANDIDATE,4.328483030,4.0920000e-05,-4.0920000e-05,132.5128000,7.470000e-03,-7.470000e-03,0.367,0.084,-0.367,2.95500,0.25500,-0.25500,35.5,3.600e+00,-3.600e+00,0.66,0.10,-9.000e-02,11.40,2,301,5874.00,105.00,-117.00,1.0960,0.1600,-0.1440,0.9540,0.0740,-0.0610,298.576870,44.621609,12.863
3915,7022573,K03112.01,,CANDIDATE,CANDIDATE,2.118893997,7.7150000e-06,-7.7150000e-06,132.8042000,2.900000e-03,-2.900000e-03,0.019,0.424,-0.019,0.82200,0.15900,-0.15900,311.4,3.900e+01,-3.900e+01,1.41,0.31,-1.400e-01,11.30,1,534,5504.00,182.00,-182.00,0.7960,0.1760,-0.0750,0.8920,0.0810,-0.1120,288.210720,42.556808,15.855
3916,7676423,K03113.01,Kepler-1430 b,CONFIRMED,CANDIDATE,2.460500950,1.1720000e-05,-1.1720000e-05,133.6160500,4.040000e-03,-4.040000e-03,0.052,0.414,-0.052,1.86100,0.12600,-0.12600,276.8,2.010e+01,-2.010e+01,1.03,0.09,-9.000e-02,16.70,1,281,4811.00,174.00,-174.00,0.6340,0.0560,-0.0560,0.6200,0.0750,-0.0340,289.697480,43.372089,15.245
3917,9288237,K03114.01,,CANDIDATE,CANDIDATE,7.491337770,8.2350000e-05,-8.2350000e-05,135.3125700,8.430000e-03,-8.430000e-03,0.013,0.440,-0.013,6.31500,0.24200,-0.24200,34.5,2.800e+00,-2.800e+00,1.01,0.20,-3.100e-01,14.40,1,181,6177.00,168.00,-168.00,1.7100,0.3470,-0.5200,1.0510,0.2020,-0.1510,294.716770,45.781269,12.277
3918,11714231,K03115.01,Kepler-1431 b,CONFIRMED,CANDIDATE,5.866012700,4.6360000e-05,-4.6360000e-05,136.3564700,6.430000e-03,-6.430000e-03,0.539,0.408,-0.330,3.98500,0.17300,-0.17300,183.0,1.280e+01,-1.280e+01,1.45,0.45,-2.000e-01,16.80,1,228,6020.00,190.00,-232.00,1.0400,0.3260,-0.1400,1.0510,0.1450,-0.1300,292.658390,49.865189,15.273
3919,11720424,K03116.01,Kepler-1432 b,CONFIRMED,CANDIDATE,23.910705600,4.3870000e-04,-4.3870000e-04,150.5394000,1.190000e-02,-1.190000e-02,0.398,0.063,-0.398,4.99600,0.34500,-0.34500,294.0,2.690e+01,-2.690e+01,1.91,0.61,-2.100e-01,12.90,1,58,6338.00,172.00,-210.00,1.0910,0.3530,-0.1180,1.1370,0.1540,-0.1540,295.524170,49.829552,15.376
3920,6523351,K03117.01,,CANDIDATE,CANDIDATE,6.066649310,4.0940000e-05,-4.0940000e-05,136.1436500,5.350000e-03,-5.350000e-03,0.902,0.027,-0.694,1.96200,0.17300,-0.17300,65.3,7.200e+00,-7.200e+00,0.87,0.12,-4.000e-02,10.90,1,224,5569.00,100.00,-111.00,0.8920,0.1240,-0.0440,0.9630,0.0470,-0.0710,292.121800,41.927029,13.163
3921,5551672,K03119.01,,CANDIDATE,CANDIDATE,2.184437698,6.4410000e-06,-6.4410000e-06,133.6749200,2.910000e-03,-2.910000e-03,0.035,0.447,-0.035,1.04220,0.07930,-0.07930,1546.8,9.830e+01,-9.830e+01,0.94,0.15,-1.100e-01,19.70,1,351,3421.00,67.00,-51.00,0.2500,0.0400,-0.0300,0.2360,0.0520,-0.0320,296.587190,40.722988,16.946
3922,11499192,K03120.01,Kepler-1433 b,CONFIRMED,CANDIDATE,4.135929270,2.8110000e-05,-2.8110000e-05,133.5376300,5.160000e-03,-5.160000e-03,0.168,0.302,-0.168,2.37700,0.17000,-0.17000,156.2,1.210e+01,-1.210e+01,1.43,0.23,-1.400e-01,15.20,1,261,5886.00,70.00,-88.00,1.1520,0.1850,-0.1180,1.0720,0.0700,-0.0700,287.363280,49.456890,14.826
3924,12416661,K03122.01,Kepler-1434 b,CONFIRMED,CANDIDATE,8.053379120,9.3960000e-05,-9.3960000e-05,134.9588000,9.800000e-03,-9.800000e-03,0.035,0.399,-0.035,5.38200,0.23300,-0.23300,38.3,3.000e+00,-3.000e+00,1.28,0.24,-3.300e-01,14.90,1,166,6231.00,125.00,-125.00,2.0620,0.3940,-0.5250,1.4660,0.1330,-0.1990,295.538390,51.202961,12.086
3925,8197793,K03123.01,,CANDIDATE,CANDIDATE,15.231119500,1.7440000e-04,-1.7440000e-04,143.7359100,8.330000e-03,-8.330000e-03,0.192,0.277,-0.192,3.91000,0.25700,-0.25700,269.1,2.410e+01,-2.410e+01,1.94,0.31,-2.600e-01,13.10,1,91,5836.00,70.00,-87.00,1.1860,0.1920,-0.1570,1.0610,0.0700,-0.0700,301.048130,44.037689,15.029
3927,8751796,K03125.01,Kepler-1435 b,CONFIRMED,CANDIDATE,4.453424180,3.8500000e-05,-3.8500000e-05,133.0906600,6.350000e-03,-6.350000e-03,0.569,0.370,-0.354,3.65400,0.18800,-0.18800,46.6,3.300e+00,-3.300e+00,0.90,0.17,-1.100e-01,16.30,1,299,6256.00,114.00,-126.00,1.2690,0.2370,-0.1580,1.0870,0.1050,-0.0670,291.173280,44.921131,12.938
3929,9907129,K03127.01,Kepler-1436 b,CONFIRMED,CANDIDATE,9.705693000,1.7220000e-04,-1.7220000e-04,140.3709000,1.400000e-02,-1.400000e-02,0.941,0.028,-0.653,7.70200,0.40600,-0.40600,140.8,1.130e+01,-1.130e+01,2.07,0.36,-3.900e-01,14.20,1,113,5808.00,78.00,-78.00,1.3850,0.2390,-0.2630,1.0560,0.0970,-0.0730,297.711580,46.768021,14.930
3930,7609674,K03128.01,,CANDIDATE,CANDIDATE,21.236002400,2.0280000e-04,-2.0280000e-04,149.8808300,7.970000e-03,-7.970000e-03,0.205,0.262,-0.205,4.01900,0.27900,-0.27900,104.4,8.000e+00,-8.000e+00,2.62,0.36,-8.200e-01,15.70,1,64,6035.00,132.00,-120.00,2.5590,0.3430,-0.8000,1.3280,0.1320,-0.2270,292.479770,43.227024,13.371
3932,10252275,K03130.01,,CANDIDATE,CANDIDATE,14.863849600,1.1550000e-04,-1.1550000e-04,142.9572900,6.200000e-03,-6.200000e-03,1.006,0.075,-0.730,2.70500,0.31700,-0.31700,220.6,2.130e+01,-2.130e+01,2.90,0.31,-3.200e-01,12.30,2,92,5159.00,153.00,-153.00,0.8000,0.0880,-0.0880,0.7520,0.1060,-0.0570,280.708530,47.328060,13.752
3933,10252275,K03130.02,,CANDIDATE,CANDIDATE,5.652457330,3.2050000e-05,-3.2050000e-05,136.9789100,5.320000e-03,-5.320000e-03,0.889,0.070,-0.656,2.06200,0.14300,-0.14300,121.0,1.160e+01,-1.160e+01,1.05,0.12,-1.100e-01,11.70,2,230,5159.00,153.00,-153.00,0.8000,0.0880,-0.0880,0.7520,0.1060,-0.0570,280.708530,47.328060,13.752
3934,11455181,K03131.01,Kepler-1437 b,CONFIRMED,CANDIDATE,10.929481500,1.3080000e-04,-1.3080000e-04,141.5034000,1.170000e-02,-1.170000e-02,0.197,0.273,-0.196,5.89300,0.28000,-0.28000,196.9,1.590e+01,-1.590e+01,1.21,0.36,-1.100e-01,14.30,1,121,5792.00,155.00,-172.00,0.8640,0.2580,-0.0810,0.9590,0.1110,-0.1110,291.864930,49.325920,15.591
3938,6945786,K03136.01,,CANDIDATE,CANDIDATE,2.391619660,1.1990000e-05,-1.1990000e-05,133.0795600,4.020000e-03,-4.020000e-03,0.299,0.151,-0.299,1.90600,0.12700,-0.12700,189.2,1.650e+01,-1.650e+01,0.93,0.08,-9.000e-02,13.60,1,560,4935.00,147.00,-133.00,0.6850,0.0610,-0.0680,0.6630,0.0880,-0.0440,290.889310,42.459660,15.738
3939,9758032,K03137.01,,CANDIDATE,CANDIDATE,1.332035996,6.9470000e-06,-6.9470000e-06,131.5838600,3.970000e-03,-3.970000e-03,0.137,0.329,-0.137,1.39100,0.12700,-0.12700,136.8,1.320e+01,-1.320e+01,0.85,0.14,-6.000e-02,12.60,1,998,5376.00,160.00,-144.00,0.7300,0.1220,-0.0520,0.8110,0.0760,-0.0930,285.209440,46.540909,15.682
3940,6444896,K03138.01,Kepler-1649 b,CONFIRMED,CANDIDATE,8.689107640,3.3640000e-05,-3.3640000e-05,133.2355900,3.880000e-03,-3.880000e-03,0.049,0.417,-0.049,1.16270,0.09510,-0.09510,1679.0,1.340e+02,-1.340e+02,0.49,0.00,0.000e+00,9.60,2,91,2703.00,0.00,0.00,0.1180,0.0000,0.0000,0.0960,0.0000,0.0000,292.503780,41.830421,17.131
3942,5978170,K03140.01,,CANDIDATE,CANDIDATE,5.688790830,3.8900000e-05,-3.8900000e-05,131.6672000,5.470000e-03,-5.470000e-03,0.390,0.062,-0.390,2.55000,0.16000,-0.16000,241.5,2.020e+01,-2.020e+01,0.99,0.05,-9.000e-02,13.80,1,235,4234.00,128.00,-141.00,0.6390,0.0360,-0.0560,0.6360,0.0560,-0.0560,296.617250,41.281189,15.561
3943,5440317,K03141.01,Kepler-1438 b,CONFIRMED,CANDIDATE,2.319415710,1.6010000e-05,-1.6010000e-05,131.9392500,5.400000e-03,-5.400000e-03,0.429,0.060,-0.405,1.59100,0.15500,-0.15500,96.4,1.020e+01,-1.020e+01,1.24,0.20,-2.000e-01,11.70,1,578,5624.00,76.00,-76.00,1.2480,0.2030,-0.2030,1.0230,0.0690,-0.0550,289.289790,40.681671,14.869
3944,3752110,K03142.01,,CANDIDATE,CANDIDATE,27.943024500,4.7460000e-04,-4.7460000e-04,136.8697000,1.130000e-02,-1.130000e-02,0.052,0.412,-0.052,6.12500,0.47400,-0.47400,308.6,2.900e+01,-2.900e+01,2.21,0.68,-2.500e-01,12.30,1,50,6468.00,180.00,-225.00,1.2500,0.3880,-0.1390,1.3130,0.1480,-0.1850,292.807220,38.884232,15.243
3945,5688790,K03144.01,Kepler-1439 b,CONFIRMED,CANDIDATE,8.073940970,4.8480000e-05,-4.8480000e-05,540.0416100,4.870000e-03,-4.870000e-03,0.928,0.011,-0.645,2.45500,0.11100,-0.11100,1056.0,7.770e+01,-7.770e+01,1.59,0.20,-1.900e-01,16.00,1,51,3675.00,73.00,-82.00,0.3980,0.0490,-0.0490,0.4280,0.0420,-0.0630,285.739810,40.980049,16.109
3946,1717722,K03145.01,,CANDIDATE,CANDIDATE,4.537021210,2.4980000e-05,-2.4980000e-05,132.1846000,4.460000e-03,-4.460000e-03,0.706,0.058,-0.491,1.81300,0.12400,-0.12400,504.4,3.650e+01,-3.650e+01,1.66,0.19,-1.100e-01,15.70,2,286,4805.00,144.00,-144.00,0.6880,0.0790,-0.0450,0.7690,0.0530,-0.0790,290.617980,37.289089,15.689
3947,1717722,K03145.02,,CANDIDATE,CANDIDATE,0.977311489,4.6310000e-06,-4.6310000e-06,131.7029900,3.430000e-03,-3.430000e-03,0.010,0.461,-0.010,1.40300,0.12700,-0.12700,250.7,2.050e+01,-2.050e+01,1.06,0.12,-7.000e-02,14.80,2,1266,4805.00,144.00,-144.00,0.6880,0.0790,-0.0450,0.7690,0.0530,-0.0790,290.617980,37.289089,15.689
3948,10908248,K03146.01,Kepler-1440 b,CONFIRMED,CANDIDATE,39.859505000,1.2650000e-03,-1.2650000e-03,154.7616000,2.410000e-02,-2.410000e-02,0.398,0.077,-0.398,7.98700,0.69500,-0.69500,155.5,1.330e+01,-1.330e+01,1.62,0.25,-3.100e-01,13.90,1,28,5675.00,76.00,-76.00,1.2920,0.2020,-0.2470,0.9840,0.0740,-0.0670,285.346950,48.312248,14.131
3949,7534267,K03147.01,Kepler-1441 b,CONFIRMED,CANDIDATE,39.442078100,7.0630000e-04,-7.0630000e-04,169.1411000,1.360000e-02,-1.360000e-02,0.420,0.028,-0.420,7.02900,0.42200,-0.42200,172.4,1.340e+01,-1.340e+01,2.51,0.40,-6.200e-01,15.20,1,34,5430.00,81.00,-73.00,1.9020,0.3090,-0.4640,1.1060,0.1200,-0.1470,293.719120,43.124592,14.268
3954,4150611,K03156.01,,CANDIDATE,CANDIDATE,0.761119678,3.6720000e-06,-3.6720000e-06,131.6898600,3.990000e-03,-3.990000e-03,1.129,20.800,-0.179,1.43000,0.25900,-0.25900,1112.0,1.540e+02,-1.540e+02,27.81,6.87,-1.117e+01,9.70,4,1504,6911.00,194.00,-242.00,1.5010,0.3710,-0.6030,0.8970,0.0690,-0.0630,289.742490,39.267059,7.899
3959,6278762,K03158.01,Kepler-444 b,CONFIRMED,CANDIDATE,3.600117120,1.6240000e-05,-1.6240000e-05,133.2598300,3.550000e-03,-3.550000e-03,0.025,0.415,-0.025,2.39600,0.11200,-0.11200,50.2,2.700e+00,-2.700e+00,0.50,0.04,-2.000e-02,21.60,5,342,5051.00,177.00,-141.00,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260,289.752290,41.634605,8.717
3960,6278762,K03158.02,Kepler-444 c,CONFIRMED,CANDIDATE,4.545869820,1.2530000e-05,-1.2530000e-05,131.5244200,2.350000e-03,-2.350000e-03,0.563,0.341,-0.347,1.75600,0.07090,-0.07090,76.5,3.600e+00,-3.600e+00,0.65,0.05,-3.000e-02,24.40,5,252,5051.00,177.00,-141.00,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260,289.752290,41.634605,8.717
3961,6278762,K03158.03,Kepler-444 d,CONFIRMED,CANDIDATE,6.189439520,2.1850000e-05,-2.1850000e-05,134.7800000,2.870000e-03,-2.870000e-03,0.334,0.105,-0.334,2.33160,0.08580,-0.08580,83.2,3.500e+00,-3.500e+00,0.65,0.05,-3.000e-02,26.80,5,207,5051.00,177.00,-141.00,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260,289.752290,41.634605,8.717
3962,6278762,K03158.04,Kepler-444 e,CONFIRMED,CANDIDATE,7.743478010,3.0850000e-05,-3.0850000e-05,135.0941700,3.240000e-03,-3.240000e-03,0.018,0.433,-0.018,2.78780,0.08870,-0.08870,77.8,3.500e+00,-3.500e+00,0.62,0.05,-3.000e-02,24.40,5,169,5051.00,177.00,-141.00,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260,289.752290,41.634605,8.717
3963,6278762,K03158.05,Kepler-444 f,CONFIRMED,CANDIDATE,9.740485080,2.3480000e-05,-2.3480000e-05,134.8791600,1.910000e-03,-1.910000e-03,0.890,0.043,-0.683,1.69930,0.06020,-0.06020,121.4,5.400e+00,-5.400e+00,0.95,0.08,-4.000e-02,25.80,5,135,5051.00,177.00,-141.00,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260,289.752290,41.634605,8.717
3967,9579208,K03165.01,,CANDIDATE,CANDIDATE,4.117544210,2.6260000e-05,-2.6260000e-05,132.7918900,5.370000e-03,-5.370000e-03,0.312,0.145,-0.312,4.36200,0.13500,-0.13500,34.3,1.800e+00,-1.800e+00,1.02,0.07,-4.000e-02,22.10,1,323,6263.00,81.00,-74.00,1.7260,0.1110,-0.0680,1.1470,0.1560,-0.0780,287.637600,46.204411,10.335
3969,4450844,K03168.01,,CANDIDATE,CANDIDATE,56.347951700,9.5190000e-04,-9.5190000e-04,163.3795000,1.550000e-02,-1.550000e-02,0.768,0.187,-0.550,8.78900,0.34500,-0.34500,43.6,3.300e+00,-3.300e+00,1.06,0.04,-4.000e-02,15.10,1,24,5843.00,78.00,-78.00,1.4710,0.0530,-0.0590,0.9630,0.0670,-0.0670,287.314850,39.538181,10.455
3973,6153407,K03179.01,,CANDIDATE,CANDIDATE,5.990782210,4.9580000e-05,-4.9580000e-05,134.5389900,6.580000e-03,-6.580000e-03,0.944,0.039,-0.686,1.69900,0.20900,-0.20900,69.9,9.800e+00,-9.800e+00,1.03,0.15,-8.000e-02,8.60,1,223,5721.00,102.00,-113.00,0.9720,0.1350,-0.0790,0.9540,0.0630,-0.0630,299.302800,41.441017,10.884
3974,4735826,K03184.01,,CANDIDATE,CANDIDATE,7.545922037,,,134.4902954,,,0.625,,,4.03290,,,22.2,,,0.68,0.11,-1.300e-01,13.40,2,180,5788.00,115.00,-115.00,1.3760,0.2320,-0.2580,1.0390,0.1060,-0.0730,288.395290,39.872627,11.158
3975,4735826,K03184.03,,CANDIDATE,CANDIDATE,4.020189030,3.2590000e-05,-3.2590000e-05,134.8438700,7.440000e-03,-7.440000e-03,0.505,0.455,-0.304,3.61600,0.18200,-0.18200,18.5,1.400e+00,-1.400e+00,0.60,0.11,-1.100e-01,14.40,2,300,5788.00,115.00,-115.00,1.3760,0.2320,-0.2580,1.0390,0.1060,-0.0730,288.395290,39.872627,11.158
3979,5985713,K03190.01,,CANDIDATE,CANDIDATE,8.952940460,8.7270000e-05,-8.7270000e-05,134.3373100,7.650000e-03,-7.650000e-03,0.718,0.051,-0.507,2.99500,0.22900,-0.22900,44.0,4.000e+00,-4.000e+00,0.86,0.14,-1.500e-01,13.00,1,153,6047.00,120.00,-132.00,1.2070,0.1910,-0.2100,0.9800,0.0770,-0.0700,298.268160,41.251663,11.458
3980,10467815,K03191.02,,CANDIDATE,CANDIDATE,371.175730000,2.8680000e-02,-2.8680000e-02,458.7146000,5.330000e-02,-5.330000e-02,0.781,0.194,-0.564,8.20000,1.80000,-1.80000,133.7,1.400e+01,-1.400e+01,4.07,1.23,-1.850e+00,12.10,1,4,9030.00,251.00,-466.00,3.2180,0.9770,-1.4660,2.5050,0.2990,-0.8380,290.816040,47.682892,11.471
3982,12004971,K03194.01,,CANDIDATE,CANDIDATE,10.813154170,3.9820000e-05,-3.9820000e-05,131.6593100,2.870000e-03,-2.870000e-03,0.804,0.043,-0.560,1.27500,0.10700,-0.10700,80.3,6.500e+00,-6.500e+00,1.46,0.26,-1.600e-01,16.60,1,101,6380.00,113.00,-151.00,1.4600,0.2630,-0.1540,1.3510,0.0980,-0.0780,286.628540,50.471272,11.487
3983,9002538,K03196.01,,CANDIDATE,CANDIDATE,4.960610940,2.8100000e-05,-2.8100000e-05,135.3213900,5.160000e-03,-5.160000e-03,0.058,0.388,-0.058,2.86400,0.14100,-0.14100,20.4,1.800e+00,-1.800e+00,0.59,0.10,-9.000e-02,12.50,2,272,6117.00,135.00,-135.00,1.2980,0.2210,-0.1990,1.0790,0.1030,-0.0750,283.350460,45.339111,11.525
3984,9002538,K03196.02,,CANDIDATE,CANDIDATE,6.882977560,4.9640000e-05,-4.9640000e-05,134.1642400,5.520000e-03,-5.520000e-03,0.707,0.247,-0.467,2.06500,0.17700,-0.17700,30.4,2.900e+00,-2.900e+00,0.77,0.13,-1.200e-01,13.20,2,185,6117.00,135.00,-135.00,1.2980,0.2210,-0.1990,1.0790,0.1030,-0.0750,283.350460,45.339111,11.525
3985,8443527,K03197.01,,CANDIDATE,CANDIDATE,22.599501000,1.5660000e-03,-1.5660000e-03,152.9112000,9.460000e-02,-9.460000e-02,0.120,0.337,-0.120,4.38000,3.80000,-3.80000,76.9,2.320e+01,-2.320e+01,0.96,0.21,-1.300e-01,2.90,1,59,6335.00,157.00,-189.00,1.0870,0.2390,-0.1470,1.0170,0.1350,-0.1100,296.290560,44.423260,11.531
3987,4262040,K03202.01,,CANDIDATE,CANDIDATE,92.461135000,1.0570000e-03,-1.0570000e-03,211.1951000,1.210000e-02,-1.210000e-02,0.083,0.358,-0.083,14.34400,0.29300,-0.29300,122.4,6.400e+00,-6.400e+00,2.86,0.55,-5.500e-01,20.70,1,15,5132.00,69.00,-84.00,2.6480,0.5100,-0.5100,1.2110,0.1160,-0.2150,291.507200,39.323662,11.784
3988,3122872,K03203.01,,CANDIDATE,CANDIDATE,96.816470000,8.9370000e-04,-8.9370000e-04,136.5581300,7.270000e-03,-7.270000e-03,0.034,0.420,-0.034,10.22700,0.19000,-0.19000,164.7,7.300e+00,-7.300e+00,3.19,0.38,-9.100e-01,25.90,1,16,6404.00,129.00,-116.00,2.4670,0.3010,-0.7030,1.3800,0.1750,-0.1950,292.892180,38.270512,11.816
3990,5612697,K03206.01,,CANDIDATE,CANDIDATE,15.151640900,1.9790000e-04,-1.9790000e-04,133.9226000,1.210000e-02,-1.210000e-02,0.173,0.275,-0.173,5.10500,0.38500,-0.38500,191.5,2.000e+01,-2.000e+01,1.38,0.00,0.000e+00,11.40,1,91,5780.00,,,1.0000,,,1.0000,,,289.574620,40.807594,11.843
3992,10155029,K03208.01,,CANDIDATE,CANDIDATE,2.131660527,9.4850000e-06,-9.4850000e-06,133.1343100,3.390000e-03,-3.390000e-03,0.036,0.421,-0.036,1.85850,0.09930,-0.09930,32.2,2.400e+00,-2.400e+00,0.56,0.08,-5.000e-02,15.70,1,501,5849.00,105.00,-117.00,0.9970,0.1430,-0.0950,0.9670,0.0600,-0.0660,296.679840,47.173313,11.893
3993,7017274,K03209.01,,CANDIDATE,CANDIDATE,11.912566750,8.5080000e-05,-8.5080000e-05,143.1598800,5.540000e-03,-5.540000e-03,0.174,0.263,-0.174,6.12600,0.15300,-0.15300,123.1,4.800e+00,-4.800e+00,2.61,0.56,-8.500e-01,27.80,2,112,6337.00,76.00,-82.00,2.3350,0.5030,-0.7550,1.5560,0.1670,-0.2720,285.923220,42.549850,11.915
3994,7017274,K03209.02,,CANDIDATE,CANDIDATE,6.770676370,5.7340000e-05,-5.7340000e-05,133.3491400,6.950000e-03,-6.950000e-03,0.127,0.322,-0.127,5.98200,0.18400,-0.18400,65.8,3.700e+00,-3.700e+00,1.90,0.41,-6.100e-01,19.60,2,187,6337.00,76.00,-82.00,2.3350,0.5030,-0.7550,1.5560,0.1670,-0.2720,285.923220,42.549850,11.915
3998,7983117,K03214.01,,CANDIDATE,CANDIDATE,11.495002290,8.8210000e-05,-8.8210000e-05,141.2751100,6.350000e-03,-6.350000e-03,0.911,0.051,-0.613,7.60200,0.16500,-0.16500,51.4,2.400e+00,-2.400e+00,1.53,0.30,-4.900e-01,22.90,2,116,6033.00,183.00,-183.00,1.7880,0.3510,-0.5710,1.1270,0.1890,-0.1720,298.673770,43.795479,12.014
